"YEAR","ASPECT","SITE","PLOT","NAME","start","peak","end","length"
2018,"N","TP","TPN2","Trifolium microdon",121,128,137,16
2018,"N","TP","TPN2","Vicia sativa",97,97,121,24
2018,"N","TP","TPN3","Agoseris grandiflora",137,144,144,7
2018,"N","TP","TPN3","Brodiaea elegans",158,175,175,17
2018,"N","TP","TPN3","Clarkia purpurea",137,137,144,7
2018,"N","TP","TPN3","Claytonia perfoliata",85,92,92,7
2018,"N","TP","TPN3","Dichelostemma capitatum",106,121,121,15
2018,"N","TP","TPN3","Lasthenia gracilis",106,121,128,22
2018,"N","TP","TPN3","Leptosiphon jepsonii",121,128,150,29
2018,"N","TP","TPN3","Linum bienne",121,137,150,29
2018,"N","TP","TPN3","Lupinus bicolor",92,121,144,52
2018,"N","TP","TPN3","Lysimachia arvensis",121,128,137,16
2018,"N","TP","TPN3","Silene gallica",128,128,128,0
2018,"N","TP","TPN3","Trifolium angustifolium",137,150,150,13
2018,"N","TP","TPN3","Trifolium hirtum",128,137,144,16
2018,"N","TP","TPN3","Trifolium microcephalum",106,121,137,31
2018,"N","TP","TPN3","Trifolium microdon",106,106,121,15
2018,"N","TP","TPN3","Trifolium oliganthum",106,106,106,0
2018,"N","TP","TPN3","Trifolium willdenovii",121,121,128,7
2018,"N","TP","TPN3","Vicia sativa",92,97,106,14
2018,"S","BH","BHS1","Brodiaea elegans",158,158,158,0
2018,"S","BH","BHS1","Convolvulus arvensis",128,137,150,22
2018,"S","BH","BHS1","Dichelostemma capitatum",63,85,106,43
2018,"S","BH","BHS1","Erodium botrys",85,92,106,21
2018,"S","BH","BHS1","Erodium cicutarium",78,78,78,0
2018,"S","BH","BHS1","Trifolium subterraneum",63,63,63,0
2018,"S","BH","BHS1","Vicia sativa",121,128,128,7
2018,"S","BH","BHS2","Brodiaea elegans",150,150,150,0
2018,"S","BH","BHS2","Convolvulus arvensis",137,158,158,21
2018,"S","BH","BHS2","Erodium botrys",78,97,128,50
2018,"S","BH","BHS2","Erodium cicutarium",78,78,78,0
2018,"S","BH","BHS2","Romulea rosea",63,63,63,0
2018,"S","BH","BHS2","Trifolium hirtum",121,121,121,0
2018,"S","BH","BHS2","Trifolium willdenovii",128,128,128,0
2018,"S","BH","BHS3","Brodiaea elegans",144,144,150,6
2018,"S","BH","BHS3","Dichelostemma capitatum",78,97,106,28
2018,"S","BH","BHS3","Erodium botrys",78,85,128,50
2018,"S","BH","BHS3","Erodium cicutarium",63,78,106,43
2018,"S","BH","BHS3","Hedypnois cretica",92,97,106,14
2018,"S","BH","BHS3","Silene gallica",121,121,121,0
2018,"S","BH","BHS3","Trifolium hirtum",106,121,128,22
2018,"S","BH","BHS3","Trifolium subterraneum",63,63,85,22
2018,"S","DP","DPS1","Acmispon brachycarpus",97,121,128,31
2018,"S","DP","DPS1","Castilleja attenuata",106,121,128,22
2018,"S","DP","DPS1","Clarkia purpurea",128,144,150,22
2018,"S","DP","DPS1","Dichelostemma capitatum",92,106,121,29
2018,"S","DP","DPS1","Erodium botrys",78,85,92,14
2018,"S","DP","DPS1","Erodium cicutarium",85,85,144,59
2018,"S","DP","DPS1","Gilia tricolor",97,106,137,40
2018,"S","DP","DPS1","Lasthenia gracilis",97,106,128,31
2018,"S","DP","DPS1","Lathyrus angulatus",121,121,121,0
2018,"S","DP","DPS1","Leptosiphon jepsonii",92,106,121,29
2018,"S","DP","DPS1","Lupinus bicolor",78,85,97,19
2018,"S","DP","DPS1","Trifolium hirtum",121,121,128,7
2018,"S","DP","DPS1","Trifolium subterraneum",85,85,85,0
2018,"S","DP","DPS2","Acmispon brachycarpus",92,106,128,36
2018,"S","DP","DPS2","Clarkia purpurea",137,137,150,13
2018,"S","DP","DPS2","Dichelostemma capitatum",92,97,106,14
2018,"S","DP","DPS2","Erodium botrys",78,92,106,28
2018,"S","DP","DPS2","Erodium cicutarium",78,85,92,14
2018,"S","DP","DPS2","Gilia tricolor",106,106,128,22
2018,"S","DP","DPS2","Lasthenia gracilis",97,106,121,24
2018,"S","DP","DPS2","Lathyrus angulatus",121,121,128,7
2018,"S","DP","DPS2","Lupinus bicolor",78,92,121,43
2018,"S","DP","DPS2","Trifolium angustifolium",137,137,137,0
2018,"S","DP","DPS2","Trifolium hirtum",121,121,128,7
2018,"S","DP","DPS2","Trifolium subterraneum",63,78,85,22
2018,"S","DP","DPS3","Acmispon brachycarpus",92,106,121,29
2018,"S","DP","DPS3","Castilleja attenuata",106,121,128,22
2018,"S","DP","DPS3","Clarkia purpurea",128,137,144,16
2018,"S","DP","DPS3","Dichelostemma capitatum",85,106,106,21
2018,"S","DP","DPS3","Erodium botrys",78,92,106,28
2018,"S","DP","DPS3","Erodium cicutarium",63,85,121,58
2018,"S","DP","DPS3","Lasthenia gracilis",92,106,121,29
2018,"S","DP","DPS3","Lathyrus angulatus",121,121,128,7
2018,"S","DP","DPS3","Lupinus bicolor",78,92,121,43
2018,"S","DP","DPS3","Trifolium angustifolium",137,137,137,0
2018,"S","DP","DPS3","Trifolium hirtum",121,121,128,7
2018,"S","DP","DPS3","Trifolium subterraneum",63,78,97,34
2018,"S","FR","FRS1","Amsinckia menziesii",92,106,106,14
2018,"S","FR","FRS1","Erodium botrys",78,92,106,28
2018,"S","FR","FRS1","Erodium cicutarium",63,85,97,34
2018,"S","FR","FRS1","Lasthenia gracilis",106,106,121,15
2018,"S","FR","FRS1","Lupinus bicolor",78,92,106,28
2018,"S","FR","FRS1","Plagiobothrys tenellus",97,97,106,9
2018,"S","FR","FRS1","Silene gallica",106,121,128,22
2018,"S","FR","FRS1","Trifolium hirtum",121,128,137,16
2018,"S","FR","FRS1","Trifolium subterraneum",63,78,78,15
2018,"S","FR","FRS2","Erodium botrys",78,92,128,50
2018,"S","FR","FRS2","Erodium cicutarium",63,85,97,34
2018,"S","FR","FRS2","Lasthenia gracilis",92,121,121,29
2018,"S","FR","FRS2","Lupinus bicolor",78,92,121,43
2018,"S","FR","FRS2","Plagiobothrys tenellus",78,92,106,28
2018,"S","FR","FRS2","Silene gallica",128,128,128,0
2018,"S","FR","FRS2","Trifolium angustifolium",137,150,150,13
2018,"S","FR","FRS2","Trifolium hirtum",121,128,144,23
2018,"S","FR","FRS3","Erodium botrys",85,97,144,59
2018,"S","FR","FRS3","Erodium cicutarium",63,78,97,34
2018,"S","FR","FRS3","Hedypnois cretica",106,106,106,0
2018,"S","FR","FRS3","Lasthenia gracilis",97,121,121,24
2018,"S","FR","FRS3","Lathyrus angulatus",128,128,128,0
2018,"S","FR","FRS3","Lupinus bicolor",78,92,121,43
2018,"S","FR","FRS3","Trifolium angustifolium",137,150,150,13
2018,"S","FR","FRS3","Trifolium hirtum",121,128,144,23
2018,"S","FR","FRS3","Trifolium subterraneum",85,85,85,0
2018,"S","TP","TPS1","Brodiaea elegans",150,158,158,8
2018,"S","TP","TPS1","Erodium botrys",78,92,106,28
2018,"S","TP","TPS1","Lasthenia gracilis",106,106,128,22
2018,"S","TP","TPS1","Linum bienne",121,137,150,29
2018,"S","TP","TPS1","Lupinus bicolor",97,97,97,0
2018,"S","TP","TPS1","Lysimachia arvensis",128,128,128,0
2018,"S","TP","TPS1","Sanicula bipinnatifida",78,78,85,7
2018,"S","TP","TPS1","Silene gallica",128,128,128,0
2018,"S","TP","TPS1","Trifolium angustifolium",137,137,137,0
2018,"S","TP","TPS1","Trifolium hirtum",106,121,121,15
2018,"S","TP","TPS2","Brodiaea elegans",144,150,158,14
2018,"S","TP","TPS2","Dichelostemma capitatum",92,97,106,14
2018,"S","TP","TPS2","Erodium botrys",78,92,121,43
2018,"S","TP","TPS2","Lasthenia gracilis",106,106,121,15
2018,"S","TP","TPS2","Plagiobothrys tenellus",85,97,106,21
2018,"S","TP","TPS2","Sanicula bipinnatifida",78,92,106,28
2018,"S","TP","TPS2","Silene gallica",128,128,137,9
2018,"S","TP","TPS2","Trifolium hirtum",121,128,137,16
2018,"S","TP","TPS2","Trifolium subterraneum",63,63,78,15
2018,"S","TP","TPS3","Brodiaea elegans",150,158,158,8
2018,"S","TP","TPS3","Clarkia purpurea",137,137,137,0
2018,"S","TP","TPS3","Erodium botrys",78,92,121,43
2018,"S","TP","TPS3","Lasthenia gracilis",106,121,121,15
2018,"S","TP","TPS3","Lupinus bicolor",78,92,97,19
2018,"S","TP","TPS3","Plagiobothrys tenellus",85,97,121,36
2018,"S","TP","TPS3","Sanicula bipinnatifida",78,92,97,19
2018,"S","TP","TPS3","Silene gallica",121,128,137,16
2018,"S","TP","TPS3","Trifolium hirtum",121,128,137,16
